App;TestFileName;ProductionFileName;LOC;numberMethods;Assertion Roulette;Eager Test;Mystery Guest;Sleepy Test;Unknown Test;Redundant Assertion;Dependent Test;Magic Number Test;Conditional Test Logic;EmptyTest;General Fixture;IgnoredTest;Sensitive Equality;Verbose Test;Default Test;Resource Optimism;Duplicate Assert;Exception Catching Throwing;Constructor Initialization;Print Statement;Lazy Test
commons-lang;ClassPathUtilsTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\ClassPathUtils.java;121;13;9;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2
commons-lang;AtomicSafeInitializerTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\concurrent\AtomicSafeInitializer.java;77;5;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-lang;BackgroundInitializerTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\concurrent\BackgroundInitializer.java;309;17;5;8;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;10
commons-lang;BasicThreadFactoryTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\concurrent\BasicThreadFactory.java;297;20;15;9;0;0;4;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;9
commons-lang;CallableBackgroundInitializerTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\concurrent\CallableBackgroundInitializer.java;107;6;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
commons-lang;CircuitBreakingExceptionTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\concurrent\CircuitBreakingException.java;92;7;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
commons-lang;ConcurrentUtilsTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\concurrent\ConcurrentUtils.java;496;41;40;7;0;0;2;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;14
commons-lang;ConstantInitializerTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\concurrent\ConstantInitializer.java;133;11;2;0;0;0;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1
commons-lang;EventCountCircuitBreakerTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\concurrent\EventCountCircuitBreaker.java;414;23;5;11;0;0;4;0;0;1;9;0;0;0;0;0;0;0;0;0;0;0;18
commons-lang;FutureTasksTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\concurrent\FutureTasks.java;41;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-lang;LockingVisitorsTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\concurrent\locks\LockingVisitors.java;142;12;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
commons-lang;MultiBackgroundInitializerTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\concurrent\MultiBackgroundInitializer.java;399;23;4;4;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;2;0;0;16
commons-lang;ThresholdCircuitBreakerTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\concurrent\ThresholdCircuitBreaker.java;88;7;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
commons-lang;TimedSemaphoreTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\concurrent\TimedSemaphore.java;553;25;16;14;0;1;2;0;0;10;9;0;0;0;0;0;0;0;0;0;0;0;40
commons-lang;UncheckedExecutionExceptionTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\concurrent\UncheckedExecutionException.java;35;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-lang;UncheckedTimeoutExceptionTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\concurrent\UncheckedTimeoutException.java;35;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-lang;ConversionTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\Conversion.java;1766;45;527;1;0;0;0;0;0;409;3;0;0;0;0;18;0;0;0;0;0;0;4
commons-lang;EnumUtilsTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\EnumUtils.java;615;47;225;2;0;0;1;0;0;32;0;0;0;0;2;3;0;0;3;1;0;0;9
commons-lang;EventListenerSupportTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\event\EventListenerSupport.java;224;12;21;8;0;0;1;0;0;14;1;0;0;0;0;1;0;0;4;1;0;0;5
commons-lang;EventUtilsTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\event\EventUtils.java;228;15;17;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;2;0;0;0;8
commons-lang;CloneFailedExceptionTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\exception\CloneFailedException.java;83;6;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
commons-lang;ContextedExceptionTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\exception\ContextedException.java;118;9;20;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
commons-lang;ContextedRuntimeExceptionTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\exception\ContextedRuntimeException.java;117;8;19;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
commons-lang;DefaultExceptionContextTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\exception\DefaultExceptionContext.java;40;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-lang;UncheckedExceptionTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\exception\UncheckedException.java;35;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-lang;UncheckedIllegalAccessExceptionTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\exception\UncheckedIllegalAccessException.java;35;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-lang;UncheckedInterruptedExceptionTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\exception\UncheckedInterruptedException.java;35;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-lang;UncheckedReflectiveOperationExceptionTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\exception\UncheckedReflectiveOperationException.java;35;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-lang;BooleanConsumerTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\function\BooleanConsumer.java;80;3;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-lang;ConsumersTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\function\Consumers.java;49;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-lang;IntToCharFunctionTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\function\IntToCharFunction.java;35;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-lang;SuppliersTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\function\Suppliers.java;42;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-lang;ToBooleanBiFunctionTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\function\ToBooleanBiFunction.java;35;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-lang;TriConsumerTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\function\TriConsumer.java;72;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-lang;TriFunctionTest;C:\Users\Danny\.jnose_projects\commons-lang\src\ATSQA_main.main\java\org\apache\commons\lang3\function\TriFunction.java;74;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
